id,Dien_tich,So_phong,So_tang,Mat_tien_m,Huong_nha,Vi_tri,Noi_dung_mo_ta,Gia_ty_vnd
1752,234.0,7,1,4.2,Tây,Quan_3,"mặt tiền đẹp, nội thất đầy đủ, penthouse, khu dân cư đông đúc.",93.94
1753,40.1,3,2,6.2,Đông Nam,Huyen_Hoc_Mon,"view sông thoáng, nội thất hiện đại, thang máy riêng, sổ hồng riêng.",4.08
1754,90.3,6,3,8.8,Nam,Huyen_Hoc_Mon,"Nhà phố thương mại mới xây, an ninh 24/7, hẻm thông 2 đầu, khu dân cư an ninh.",9.23
1755,208.9,2,2,5.1,Đông Bắc,Quan_Binh_Tan,"pháp lý rõ ràng, hướng Đông Bắc đón gió, gần bệnh viện, sổ hồng chính chủ.",20.91
1756,81.9,4,3,10.0,Nam,Quan_3,"Nhà mặt tiền, gần trường học và chợ, nhà 1 trệt 1 lầu, sổ đỏ.",48.57
1757,215.7,6,3,5.9,Tây Nam,Quan_Phu_Nhuan,"hẻm ba gác đẹp, view sông thoáng, penthouse, chủ cần tiền bán gấp.",40.11
1758,114.1,7,1,5.9,Đông Bắc,Huyen_Hoc_Mon,"Nhà trong ngõ yên tĩnh, liên hệ xem nhà, phù hợp ở gia đình, sổ hồng riêng, chủ cần tiền bán gấp.",7.11
1759,247.4,6,2,7.8,Đông Bắc,Quan_11,"Bán nhà trong ngõ yên tĩnh, thiết kế thoáng mát, view sông thoáng, phù hợp ở thực và đầu tư, liên hệ ngay.",33.35
1760,264.5,6,3,3.9,Nam,Quan_11,"view sông thoáng, hướng Nam đón gió, nội thất đầy đủ, sổ hồng riêng.",30.29
1761,107.0,5,2,7.7,Đông,Quan_8,"sân thượng rộng, hướng Đông đón gió, nở hậu, sổ hồng riêng.",18.58
1762,74.4,3,2,4.4,Bắc,Quan_8,"Nhà hẻm ô tô mới xây, view sông thoáng, nhà mới hoàn thiện, khu dân cư an ninh.",9.23
1763,209.5,2,2,6.2,Tây Bắc,Quan_5,"Nhà mặt tiền, hầm xe ô tô, gần trục đường lớn, sổ đỏ.",67.52
1764,132.4,6,1,6.9,Tây Bắc,Huyen_Binh_Chanh,"Nhà hẻm xe máy thông, hẻm thông 2 đầu, nội thất cao cấp, sổ hồng chính chủ.",8.88
1765,45.0,3,4,5.6,Nam,Quan_Tan_Binh,"Bán gấp nhà hẻm xe máy thông, liên hệ xem nhà, hẻm thông 2 đầu, sổ hồng chính chủ.",10.21
1766,156.0,5,2,11.4,Đông,Quan_Phu_Nhuan,"Bán gấp nhà hẻm ô tô, khu compound, thiết kế thoáng mát, sổ hồng riêng.",41.15
1767,68.7,8,5,7.0,Tây,Huyen_Hoc_Mon,"pháp lý rõ ràng, hồ bơi riêng, giá thương lượng, vị trí đắc địa.",11.27
1768,92.5,8,1,4.1,Đông,Quan_5,"thiết kế thoáng mát, gần bệnh viện, khu dân cư đông đúc, thu nhập cho thuê ổn định.",20.74
1769,67.8,3,2,6.3,Tây Nam,Huyen_Binh_Chanh,"hồ bơi riêng, nội thất hiện đại, gần bệnh viện, sổ hồng riêng.",7.39
1770,247.7,5,1,3.9,Bắc,Quan_2,"Bán nhà hẻm ba gác, hầm xe ô tô, gần trường học và chợ, tiềm năng tăng giá, liên hệ ngay.",54.12
1771,216.8,7,4,6.6,Tây Nam,Quan_6,"Nhà hẻm ô tô, khu dân cư đông đúc, khu compound, sổ đỏ.",35.43
1772,227.9,3,3,3.8,Bắc,Huyen_Binh_Chanh,"Nhà hẻm xe máy thông, thiết kế thoáng mát, nhà 1 trệt 1 lầu, sổ đỏ chính chủ.",11.17
1773,285.4,3,2,7.9,Đông,Quan_2,"pháp lý rõ ràng, hướng Đông đón gió, nội thất đầy đủ, sổ hồng chính chủ.",74.87
1774,154.9,4,3,3.1,Đông,Quan_10,"Nhà mặt tiền mới xây, khu dân cư đông đúc, nội thất cao cấp, khu dân cư an ninh.",47.61
1775,168.3,3,3,6.1,Đông Bắc,Quan_12,"Nhà mặt tiền mới xây, liên hệ xem nhà, nội thất đầy đủ, khu dân cư an ninh.",22.97
1776,290.7,7,3,4.1,Đông Bắc,Quan_3,"thiết kế thoáng mát, hướng Đông Bắc đón gió, penthouse, sổ đỏ chính chủ.",107.79
1777,271.4,5,5,7.1,Đông Nam,Quan_Phu_Nhuan,"Nhà trong ngõ yên tĩnh, diện tích rộng, sổ đỏ chính chủ, nội thất cao cấp, giá tốt đầu tư.",58.3
1778,75.7,8,1,7.0,Nam,Quan_Binh_Tan,"liên hệ xem nhà, penthouse, thiết kế thoáng mát, tiềm năng tăng giá.",11.59
1779,136.7,3,1,5.2,Đông Bắc,Quan_Tan_Binh,"Bán nhà biệt thự, nội thất cao cấp, penthouse, phù hợp ở thực và đầu tư, liên hệ ngay.",43.8
1780,221.7,3,4,5.4,Bắc,Quan_Tan_Binh,"Nhà hẻm xe máy thông, an ninh 24/7, sổ hồng chính chủ, sổ hồng chính chủ.",35.66
1781,75.3,3,4,4.1,Tây,Quan_Binh_Tan,"Nhà hẻm ô tô, diện tích rộng, gần trường học và chợ, view sông thoáng, giá tốt đầu tư.",8.41
1782,126.6,4,2,5.1,Tây Bắc,Huyen_Nha_Be,"Nhà hẻm ba gác, diện tích rộng, hầm xe ô tô, khu compound, giá tốt đầu tư.",8.09
1783,166.2,6,3,5.9,Đông Bắc,Quan_5,"Nhà mặt tiền mới xây, ở ngay, sổ đỏ chính chủ, khu dân cư an ninh.",65.15
1784,71.4,7,5,4.9,Đông,Quan_10,"Bán nhà hẻm ô tô, nội thất cao cấp, nội thất đầy đủ, đầu tư sinh lời cao, liên hệ ngay.",17.77
1785,268.9,3,3,9.0,Bắc,Quan_4,"nhà mới hoàn thiện, hẻm thông 2 đầu, gần trục đường lớn, thu nhập cho thuê ổn định.",46.29
1786,226.1,4,2,5.2,Bắc,Quan_4,"Nhà mặt tiền, gần trục đường lớn, phù hợp ở gia đình, pháp lý đầy đủ, thiết kế thoáng mát.",61.69
1787,46.3,2,3,6.0,Tây Bắc,Quan_8,"hẻm xe máy thông đẹp, liên hệ xem nhà, hẻm thông 2 đầu, nhà mới hoàn thiện.",7.68
1788,253.3,2,1,3.4,Tây,Quan_10,"liên hệ xem nhà, nội thất đầy đủ, ở ngay, sổ hồng riêng.",49.04
1789,168.8,5,4,2.8,Đông Nam,Quan_6,"Nhà mặt tiền, gần trường học và chợ, phù hợp ở gia đình, sổ đỏ chính chủ, nội thất cao cấp.",33.65
1790,94.9,5,4,9.0,Đông Bắc,Quan_1,"sân thượng rộng, hướng Đông Bắc đón gió, hẻm thông 2 đầu, sổ hồng riêng.",31.46
1791,77.9,2,5,4.7,Tây,Huyen_Hoc_Mon,"Nhà hẻm xe máy thông, nở hậu, phù hợp ở gia đình, sổ hồng riêng, nội thất đầy đủ.",7.88
1792,255.6,6,1,8.4,Tây Nam,Quan_Phu_Nhuan,"Nhà villa mini mới xây, an ninh 24/7, gần trường học và chợ, khu dân cư an ninh.",72.02
1793,90.5,5,1,5.1,Nam,Quan_10,"Nhà mặt tiền, chủ cần tiền bán gấp, phù hợp ở gia đình, sổ hồng riêng, khu dân cư đông đúc.",32.02
1794,229.9,4,5,9.7,Tây,Quan_Phu_Nhuan,"Nhà hẻm xe máy thông mới xây, nhà mới hoàn thiện, nở hậu, khu dân cư an ninh.",45.44
1795,208.2,6,3,3.7,Tây,Quan_Binh_Tan,"Nhà hẻm ô tô, pháp lý rõ ràng, phù hợp ở gia đình, sổ hồng riêng, nhà 1 trệt 1 lầu.",20.52
1796,70.4,4,2,4.0,Nam,Quan_1,"Nhà hẻm ba gác, hồ bơi riêng, nội thất cao cấp, sổ đỏ chính chủ.",27.76
1797,274.1,4,2,11.0,Đông Bắc,Quan_4,"Bán gấp nhà hẻm ô tô, nội thất đầy đủ, gần trường học và chợ, sổ đỏ chính chủ.",51.54
1798,298.7,2,2,4.4,Nam,Quan_5,"Nhà hẻm ba gác mới xây, khu compound, nhà mới hoàn thiện, khu dân cư an ninh.",60.6
1799,133.9,2,1,10.7,Tây Nam,Quan_6,"penthouse, sổ hồng chính chủ, chủ cần tiền bán gấp, đầu tư sinh lời cao.",16.79
1800,297.7,3,2,4.3,Đông,Quan_2,"Nhà trong ngõ yên tĩnh, hồ bơi riêng, nội thất đầy đủ, sổ đỏ chính chủ.",74.04
1801,53.3,4,3,3.6,Đông Bắc,Quan_11,"Nhà trong ngõ yên tĩnh, diện tích rộng, thang máy riêng, khu dân cư đông đúc, giá tốt đầu tư.",9.54
1802,139.4,2,1,6.5,Đông Bắc,Quan_2,"sổ hồng chính chủ, gần trục đường lớn, gần bệnh viện, phù hợp ở thực và đầu tư.",47.32
1803,27.4,5,2,5.7,Bắc,Quan_6,"Nhà mặt tiền, khu dân cư đông đúc, phù hợp ở gia đình, pháp lý đầy đủ, gần trường học và chợ.",7.11
1804,74.1,3,4,5.5,Đông,Quan_Tan_Binh,"Nhà biệt thự, diện tích rộng, khu dân cư đông đúc, gần trục đường lớn, giá tốt đầu tư.",26.48
1805,68.1,4,1,3.3,Tây Bắc,Quan_10,"hẻm thông 2 đầu, sân thượng rộng, view sông thoáng, tiềm năng tăng giá.",24.23
1806,219.1,8,2,12.0,Tây,Quan_11,"mặt tiền đẹp, gần trục đường lớn, nở hậu, hồ bơi riêng.",56.26
1807,95.5,1,2,6.1,Tây,Quan_4,"Nhà hẻm ô tô, nở hậu, penthouse, sổ đỏ.",20.75
1808,257.4,1,5,8.1,Tây,Huyen_Hoc_Mon,"trong ngõ yên tĩnh đẹp, thiết kế thoáng mát, hẻm thông 2 đầu, gần trường học và chợ.",14.21
1809,286.2,4,1,3.9,Tây Nam,Quan_8,"trong ngõ yên tĩnh đẹp, nhà mới hoàn thiện, nhà 1 trệt 1 lầu, an ninh 24/7.",24.55
1810,192.7,3,4,4.9,Bắc,Quan_2,"chủ cần tiền bán gấp, thang máy riêng, hầm xe ô tô, đầu tư sinh lời cao.",50.2
1811,149.4,2,3,6.5,Bắc,Quan_Binh_Thanh,"penthouse, hướng Bắc đón gió, pháp lý rõ ràng, sổ hồng chính chủ.",27.52
1812,67.7,4,1,6.3,Tây Bắc,Quan_1,"an ninh 24/7, nội thất đầy đủ, gần trường học và chợ, sổ đỏ chính chủ.",35.45
1813,293.6,7,3,10.4,Đông Nam,Quan_Binh_Thanh,"khu compound, gần bệnh viện, chủ cần tiền bán gấp, thu nhập cho thuê ổn định.",48.99
1814,318.4,6,1,5.8,Đông Bắc,Quan_2,"Nhà hẻm ô tô mới xây, hẻm thông 2 đầu, nhà 1 trệt 1 lầu, khu dân cư an ninh.",83.74
1815,317.2,5,3,3.6,Nam,Quan_6,"biệt thự đẹp, sân thượng rộng, penthouse, nhà mới hoàn thiện.",73.69
1816,81.9,3,2,3.2,Đông Nam,Quan_2,"Nhà mặt tiền mới xây, gần bệnh viện, ở ngay, khu dân cư an ninh.",40.03
1817,155.7,4,1,4.8,Nam,Quan_10,"Bán nhà trong ngõ yên tĩnh, gần bệnh viện, gần trường học và chợ, đầu tư sinh lời cao, liên hệ ngay.",20.22
1818,165.7,5,4,4.1,Tây,Quan_7,"Bán gấp nhà hẻm ba gác, sân thượng rộng, nhà mới hoàn thiện, pháp lý đầy đủ.",36.55
1819,25.4,4,4,4.5,Đông,Quan_4,"hẻm ô tô đẹp, thiết kế thoáng mát, penthouse, chủ cần tiền bán gấp.",6.83
1820,200.2,5,1,6.3,Tây Nam,Quan_3,"Nhà hẻm xe máy thông, nở hậu, phù hợp ở gia đình, sổ hồng riêng, thiết kế thoáng mát.",60.24
1821,64.3,6,3,5.6,Tây Bắc,Quan_Tan_Binh,"hồ bơi riêng, nội thất cao cấp, gần trường học và chợ, phù hợp ở thực và đầu tư.",16.44
1822,172.9,5,3,8.2,Tây Bắc,Quan_Binh_Thanh,"nhà 1 trệt 1 lầu, chủ cần tiền bán gấp, nở hậu, phù hợp ở thực và đầu tư.",50.8
1823,319.5,4,2,5.7,Đông Bắc,Quan_3,"hẻm ô tô đẹp, nở hậu, sân thượng rộng, gần bệnh viện.",90.61
1824,68.0,6,1,4.7,Tây,Quan_Thu_Duc,"Nhà hẻm ba gác mới xây, khu dân cư đông đúc, hồ bơi riêng, khu dân cư an ninh.",8.02
1825,61.9,8,1,3.5,Nam,Quan_3,"Bán gấp nhà trong ngõ yên tĩnh, nội thất cao cấp, ở ngay, sổ hồng chính chủ.",18.02
1826,297.1,4,3,3.3,Nam,Quan_6,"Nhà hẻm xe máy thông, an ninh 24/7, view sông thoáng, sổ đỏ chính chủ.",31.53
1827,311.1,4,4,10.6,Đông Bắc,Quan_11,"Nhà hẻm xe máy thông, diện tích rộng, liên hệ xem nhà, ở ngay, giá tốt đầu tư.",50.39
1828,121.5,4,3,5.5,Đông Nam,Quan_4,"Nhà phố thương mại mới xây, hầm xe ô tô, liên hệ xem nhà, khu dân cư an ninh.",32.66
1829,241.1,8,3,4.9,Tây Nam,Quan_Go_Vap,"khu compound, nội thất hiện đại, sân thượng rộng, sổ hồng chính chủ.",33.11
1830,232.9,3,4,5.4,Nam,Quan_Phu_Nhuan,"thiết kế thoáng mát, hẻm thông 2 đầu, khu compound, thu nhập cho thuê ổn định.",41.46
1831,279.4,8,5,3.5,Đông Bắc,Quan_Thu_Duc,"sân thượng rộng, hướng Đông Bắc đón gió, sổ hồng chính chủ, sổ hồng chính chủ.",52.31
1832,287.2,7,1,3.1,Tây Nam,Quan_3,"thang máy riêng, penthouse, pháp lý rõ ràng, đầu tư sinh lời cao.",74.94
1833,72.7,6,3,6.7,Bắc,Quan_3,"nhà 1 trệt 1 lầu, hồ bơi riêng, nở hậu, phù hợp ở thực và đầu tư.",27.92
1834,205.1,3,3,8.4,Đông Nam,Quan_7,"Nhà trong ngõ yên tĩnh, hồ bơi riêng, phù hợp ở gia đình, pháp lý đầy đủ, sổ đỏ chính chủ.",48.71
1835,287.2,7,2,8.1,Tây Nam,Quan_12,"Bán gấp nhà hẻm xe máy thông, khu compound, sổ hồng chính chủ, sổ đỏ chính chủ.",26.5
1836,109.2,4,2,4.3,Đông Nam,Quan_Binh_Thanh,"Nhà hẻm ô tô, diện tích rộng, gần bệnh viện, pháp lý rõ ràng, giá tốt đầu tư.",20.92
1837,65.2,1,2,4.2,Đông Bắc,Quan_10,"hẻm ba gác đẹp, view sông thoáng, khu compound, nhà mới hoàn thiện.",14.01
1838,220.7,5,2,3.5,Đông Bắc,Quan_8,"nội thất cao cấp, hẻm thông 2 đầu, an ninh 24/7, vị trí đắc địa.",31.93
1839,150.6,4,3,6.3,Tây Bắc,Quan_Binh_Thanh,"Nhà hẻm ba gác, nhà mới hoàn thiện, khu dân cư đông đúc, sổ đỏ chính chủ.",28.1
1840,161.4,3,1,8.9,Tây,Quan_Phu_Nhuan,"Nhà hẻm xe máy thông, nội thất đầy đủ, phù hợp ở gia đình, sổ đỏ chính chủ, hẻm thông 2 đầu.",33.84
1841,38.7,3,1,9.8,Đông,Quan_Phu_Nhuan,"Bán gấp nhà trong ngõ yên tĩnh, khu dân cư đông đúc, pháp lý rõ ràng, pháp lý đầy đủ.",9.91
1842,86.1,4,3,5.9,Đông,Quan_12,"nở hậu, hướng Đông đón gió, thang máy riêng, pháp lý đầy đủ.",10.92
1843,183.6,4,3,6.7,Đông Nam,Quan_11,"Nhà hẻm ô tô, sân thượng rộng, phù hợp ở gia đình, sổ hồng riêng, nội thất đầy đủ.",32.09
1844,108.0,6,1,4.5,Đông,Quan_Thu_Duc,"Nhà mặt tiền, gần trục đường lớn, phù hợp ở gia đình, pháp lý đầy đủ, penthouse.",15.89
1845,75.8,6,2,9.8,Đông,Quan_8,"Bán nhà hẻm ô tô, nội thất đầy đủ, nội thất cao cấp, đầu tư sinh lời cao, liên hệ ngay.",12.82
1846,72.4,2,2,5.5,Đông Nam,Quan_4,"thang máy riêng, hướng Đông Nam đón gió, view sông thoáng, sổ hồng chính chủ.",13.7
1847,115.2,3,3,6.3,Tây Bắc,Quan_Phu_Nhuan,"Nhà hẻm ô tô, diện tích rộng, hẻm thông 2 đầu, nhà mới hoàn thiện, giá tốt đầu tư.",34.2
1848,260.1,7,3,4.8,Tây Nam,Quan_2,"Nhà hẻm xe máy thông, diện tích rộng, sổ đỏ chính chủ, nở hậu, giá tốt đầu tư.",73.36
1849,174.8,2,2,12.0,Tây Bắc,Quan_11,"Bán gấp nhà hẻm ba gác, penthouse, pháp lý rõ ràng, sổ hồng chính chủ.",23.97
1850,233.6,5,1,7.6,Nam,Quan_Binh_Tan,"hẻm ô tô đẹp, sổ hồng chính chủ, pháp lý rõ ràng, khu dân cư đông đúc.",23.89
1851,131.3,8,4,9.6,Tây Nam,Quan_Go_Vap,"gần trường học và chợ, nội thất đầy đủ, nội thất cao cấp, sổ đỏ chính chủ.",21.12
1852,228.7,4,1,3.7,Tây,Quan_6,"Nhà phố thương mại mới xây, khu dân cư đông đúc, nhà mới hoàn thiện, khu dân cư an ninh.",34.47
1853,185.0,4,1,4.4,Nam,Quan_Tan_Binh,"Bán gấp nhà hẻm ô tô, sân thượng rộng, sổ đỏ chính chủ, sổ hồng chính chủ.",38.84
1854,233.1,2,2,7.9,Đông,Quan_5,"hẻm xe máy thông đẹp, view sông thoáng, gần bệnh viện, thiết kế thoáng mát.",46.57
1855,38.0,4,2,3.8,Tây Nam,Quan_2,"hồ bơi riêng, nội thất hiện đại, khu compound, pháp lý đầy đủ.",11.49
1856,112.6,5,5,7.9,Đông,Quan_4,"Nhà hẻm ô tô, diện tích rộng, nội thất đầy đủ, view sông thoáng, giá tốt đầu tư.",23.0
1857,40.1,4,2,4.7,Tây Bắc,Quan_6,"hồ bơi riêng, nội thất đầy đủ, khu dân cư đông đúc, pháp lý đầy đủ.",9.69
1858,36.3,5,1,4.5,Đông Bắc,Quan_Go_Vap,"nội thất đầy đủ, nội thất cao cấp, chủ cần tiền bán gấp, sổ hồng chính chủ.",4.5
1859,215.6,4,1,6.8,Bắc,Quan_Binh_Thanh,"Bán nhà hẻm ô tô, hồ bơi riêng, nội thất cao cấp, tiềm năng tăng giá, liên hệ ngay.",45.15
1860,109.4,7,2,3.3,Nam,Quan_12,"Nhà hẻm ô tô mới xây, nhà mới hoàn thiện, ở ngay, khu dân cư an ninh.",12.32
1861,187.2,5,2,9.3,Tây,Quan_Tan_Binh,"gần trường học và chợ, nhà mới hoàn thiện, giá thương lượng, tiềm năng tăng giá.",37.06
1862,98.4,4,4,5.5,Đông,Quan_6,"Nhà hẻm ba gác mới xây, hẻm thông 2 đầu, sân thượng rộng, khu dân cư an ninh.",13.54
1863,42.8,6,1,9.3,Tây Nam,Quan_Binh_Tan,"sân thượng rộng, hướng Tây Nam đón gió, liên hệ xem nhà, sổ đỏ chính chủ.",5.0
1864,290.3,4,1,10.9,Đông,Quan_5,"phố thương mại đẹp, gần trục đường lớn, giá thương lượng, gần bệnh viện.",94.87
1865,34.3,5,1,6.3,Đông Nam,Quan_6,"Bán gấp nhà trong ngõ yên tĩnh, an ninh 24/7, sổ đỏ chính chủ, pháp lý đầy đủ.",5.53
1866,157.1,6,2,3.3,Đông,Quan_6,"Nhà trong ngõ yên tĩnh mới xây, nội thất đầy đủ, ở ngay, khu dân cư an ninh.",21.66
1867,191.8,7,4,6.2,Đông Nam,Huyen_Nha_Be,"liên hệ xem nhà, hướng Đông Nam đón gió, view sông thoáng, sổ đỏ chính chủ.",17.79
1868,90.5,7,4,6.6,Đông,Quan_4,"Nhà hẻm xe máy thông, hồ bơi riêng, phù hợp ở gia đình, sổ hồng riêng, hẻm thông 2 đầu.",21.3
1869,100.6,7,2,3.6,Bắc,Quan_7,"hầm xe ô tô, hướng Bắc đón gió, gần trục đường lớn, sổ đỏ chính chủ.",17.5
1870,77.2,6,2,7.0,Nam,Quan_2,"Bán gấp nhà hẻm xe máy thông, nội thất đầy đủ, chủ cần tiền bán gấp, sổ hồng chính chủ.",18.6
1871,176.9,5,3,6.6,Nam,Quan_4,"Nhà hẻm ba gác, nội thất đầy đủ, phù hợp ở gia đình, sổ hồng riêng, nội thất cao cấp.",39.46
1872,112.0,4,3,5.5,Nam,Quan_Go_Vap,"Nhà hẻm ba gác, liên hệ xem nhà, hồ bơi riêng, sổ hồng.",16.4
1873,191.8,4,1,7.5,Tây,Quan_5,"Nhà mặt tiền, sổ hồng chính chủ, phù hợp ở gia đình, sổ đỏ chính chủ, nhà 1 trệt 1 lầu.",72.03
1874,92.6,5,2,5.4,Tây Bắc,Quan_11,"penthouse, nội thất cao cấp, gần trường học và chợ, sổ hồng chính chủ.",16.87
1875,39.5,6,1,6.7,Tây,Quan_Thu_Duc,"giá thương lượng, nhà mới hoàn thiện, hầm xe ô tô, thu nhập cho thuê ổn định.",5.57
1876,111.9,4,4,6.3,Đông Bắc,Quan_8,"Nhà trong ngõ yên tĩnh mới xây, khu dân cư đông đúc, sân thượng rộng, khu dân cư an ninh.",12.4
1877,110.2,4,2,6.4,Đông Nam,Quan_3,"Nhà mặt tiền, penthouse, phù hợp ở gia đình, sổ đỏ chính chủ, hồ bơi riêng.",54.54
1878,145.5,3,2,6.1,Nam,Quan_12,"Bán gấp nhà hẻm ba gác, khu dân cư đông đúc, view sông thoáng, sổ hồng riêng.",14.93
1879,122.9,7,1,3.5,Tây,Huyen_Nha_Be,"Bán gấp nhà hẻm ba gác, pháp lý rõ ràng, thiết kế thoáng mát, sổ hồng riêng.",7.37
1880,267.1,3,3,3.2,Tây,Quan_Thu_Duc,"hầm xe ô tô, nội thất hiện đại, nội thất cao cấp, pháp lý đầy đủ.",26.5
1881,98.5,5,5,6.1,Tây Nam,Quan_10,"Nhà trong ngõ yên tĩnh, diện tích rộng, hầm xe ô tô, nhà 1 trệt 1 lầu, giá tốt đầu tư.",22.08
1882,294.8,2,5,4.7,Bắc,Quan_12,"Nhà hẻm xe máy thông, gần bệnh viện, phù hợp ở gia đình, sổ đỏ chính chủ, nhà mới hoàn thiện.",25.2
1883,122.3,6,4,10.3,Đông,Quan_1,"Bán nhà mặt tiền, hầm xe ô tô, hồ bơi riêng, thu nhập cho thuê ổn định, liên hệ ngay.",108.74
1884,291.5,5,2,3.8,Tây Nam,Quan_3,"Nhà hẻm ô tô mới xây, sổ đỏ chính chủ, hẻm thông 2 đầu, khu dân cư an ninh.",92.94
1885,298.5,3,2,4.2,Tây,Quan_8,"gần trường học và chợ, liên hệ xem nhà, nở hậu, đầu tư sinh lời cao.",38.35
1886,132.8,4,1,5.3,Đông,Quan_5,"hầm xe ô tô, hướng Đông đón gió, pháp lý rõ ràng, sổ hồng riêng.",30.17
1887,53.9,6,4,5.7,Tây Bắc,Quan_Go_Vap,"Nhà hẻm ba gác, view sông thoáng, hồ bơi riêng, sổ đỏ.",9.46
1888,124.4,3,3,5.8,Tây Nam,Quan_8,"Bán nhà hẻm ba gác, ở ngay, gần bệnh viện, thu nhập cho thuê ổn định, liên hệ ngay.",19.97
1889,299.7,7,1,3.9,Đông Nam,Huyen_Nha_Be,"biệt thự đẹp, sân thượng rộng, hầm xe ô tô, hẻm thông 2 đầu.",40.91
1890,216.6,3,3,6.2,Tây,Quan_4,"Bán nhà hẻm ba gác, gần trường học và chợ, penthouse, vị trí đắc địa, liên hệ ngay.",37.32
1891,168.1,6,3,8.9,Bắc,Quan_Tan_Binh,"nội thất cao cấp, thang máy riêng, liên hệ xem nhà, vị trí đắc địa.",37.66
1892,67.4,7,4,7.5,Tây,Quan_4,"Nhà hẻm ô tô, sổ hồng chính chủ, phù hợp ở gia đình, sổ hồng chính chủ, pháp lý rõ ràng.",15.76
1893,318.6,3,4,5.9,Đông,Quan_6,"Bán nhà trong ngõ yên tĩnh, sổ đỏ chính chủ, penthouse, thu nhập cho thuê ổn định, liên hệ ngay.",35.08
1894,295.1,3,1,7.2,Đông Bắc,Quan_11,"Nhà hẻm ba gác, diện tích rộng, hầm xe ô tô, gần bệnh viện, giá tốt đầu tư.",42.57
1895,260.0,3,2,8.8,Nam,Quan_Thu_Duc,"gần trường học và chợ, hướng Nam đón gió, chủ cần tiền bán gấp, sổ hồng riêng.",31.95
